country,iso3,region,archetype,scenario,year,population_millions,coal_pct,oil_pct,gas_pct,nuclear_pct,hydro_pct,solar_pct,wind_pct,other_renewables_pct,renewables_total_pct,fossil_total_pct,clean_baseload_pct,fossil_ratio,coal_to_gas_ratio,pred_co2_per_capita_t,pred_co2_emissions_mt
Malaysia,MYS,Asia,Slow Transition / Coal Reliant,Accelerated,2028,35.265,19.19,25.83,19.87,2.21,8.54,11.91,7.95,4.5,32.9,64.89,10.75,1.9717,0.9653,7.8805,277.91
Malaysia,MYS,Asia,Slow Transition / Coal Reliant,Accelerated,2029,35.5,15.69,23.83,20.47,2.51,8.64,14.38,9.75,4.72,37.5,59.99,11.15,1.5993,0.7661,7.8773,279.64
Malaysia,MYS,Asia,Slow Transition / Coal Reliant,Accelerated,2030,35.736,12.19,21.83,21.07,2.81,8.74,16.86,11.55,4.95,42.1,55.09,11.55,1.3082,0.5783,7.7564,277.18
Mexico,MEX,North America,Slow Transition / Coal Reliant,BAU,2026,133.1,9.04,30.3,35.75,9.75,3.11,7.13,4.51,0.41,15.16,75.09,12.86,4.9499,0.2528,3.58,476.5
Mexico,MEX,North America,Slow Transition / Coal Reliant,BAU,2027,133.989,8.58,29.77,36.4,9.75,3.11,7.31,4.64,0.43,15.5,74.76,12.86,4.8213,0.2356,3.58,479.68
Mexico,MEX,North America,Slow Transition / Coal Reliant,BAU,2028,134.883,8.12,29.25,37.05,9.75,3.11,7.5,4.78,0.44,15.83,74.42,12.86,4.6982,0.219,3.579,482.75
Mexico,MEX,North America,Slow Transition / Coal Reliant,BAU,2029,135.784,7.66,28.72,37.71,9.75,3.11,7.68,4.91,0.46,16.16,74.08,12.86,4.5802,0.203,3.5252,478.67
Mexico,MEX,North America,Slow Transition / Coal Reliant,BAU,2030,136.69,7.19,28.2,38.36,9.75,3.11,7.87,5.05,0.48,16.5,73.75,12.86,4.467,0.1875,3.4881,476.79
Mexico,MEX,North America,Slow Transition / Coal Reliant,Moderate,2026,133.1,9.04,30.3,35.75,9.75,3.11,7.13,4.51,0.41,15.16,75.09,12.86,4.9499,0.2528,3.58,476.5
Mexico,MEX,North America,Slow Transition / Coal Reliant,Moderate,2027,133.989,7.54,29.3,36.15,9.85,3.11,8.23,5.31,0.51,17.16,72.99,12.96,4.251,0.2085,3.5012,469.12
Mexico,MEX,North America,Slow Transition / Coal Reliant,Moderate,2028,134.883,6.04,28.3,36.55,9.95,3.11,9.33,6.11,0.61,19.16,70.89,13.06,3.698,0.1652,3.2863,443.27
Mexico,MEX,North America,Slow Transition / Coal Reliant,Moderate,2029,135.784,4.54,27.3,36.95,10.05,3.11,10.43,6.91,0.71,21.16,68.79,13.16,3.2494,0.1228,3.1388,426.2
Mexico,MEX,North America,Slow Transition / Coal Reliant,Moderate,2030,136.69,3.04,26.3,37.35,10.15,3.11,11.53,7.71,0.81,23.16,66.69,13.26,2.8783,0.0814,2.8221,385.75
Mexico,MEX,North America,Slow Transition / Coal Reliant,Accelerated,2026,133.1,9.04,30.3,35.75,9.75,3.11,7.13,4.51,0.41,15.16,75.09,12.86,4.9499,0.2528,3.58,476.5
Mexico,MEX,North America,Slow Transition / Coal Reliant,Accelerated,2027,133.989,5.54,28.3,36.35,10.05,3.21,9.6,6.31,0.64,19.76,70.19,13.26,3.5503,0.1524,3.2812,439.64
Mexico,MEX,North America,Slow Transition / Coal Reliant,Accelerated,2028,134.883,2.04,26.3,36.95,10.35,3.31,12.08,8.11,0.86,24.36,65.29,13.66,2.6791,0.0552,2.6823,361.8
Mexico,MEX,North America,Slow Transition / Coal Reliant,Accelerated,2029,135.784,0.0,24.3,36.09,10.65,3.41,14.56,9.91,1.09,28.96,60.39,14.06,2.0846,0.0,1.8416,250.06
Mexico,MEX,North America,Slow Transition / Coal Reliant,Accelerated,2030,136.69,0.0,22.3,33.19,10.95,3.51,17.03,11.71,1.31,33.56,55.49,14.46,1.653,0.0,1.8416,251.73
Morocco,MAR,Africa,Nuclear & Hydro Baseloaders,BAU,2026,38.9,11.98,34.31,11.39,1.22,24.09,6.95,2.39,7.67,41.1,57.68,25.31,1.4031,1.0509,2.12,82.47
Morocco,MAR,Africa,Nuclear & Hydro Baseloaders,BAU,2027,39.158,11.94,34.54,11.2,1.22,24.09,6.95,2.39,7.67,41.1,57.68,25.31,1.4031,1.0649,2.116,82.86
Morocco,MAR,Africa,Nuclear & Hydro Baseloaders,BAU,2028,39.417,11.9,34.76,11.02,1.22,24.09,6.95,2.39,7.67,41.1,57.68,25.31,1.4031,1.0793,2.1124,83.26
Morocco,MAR,Africa,Nuclear & Hydro Baseloaders,BAU,2029,39.678,11.86,34.99,10.83,1.22,24.09,6.95,2.39,7.67,41.1,57.68,25.31,1.4031,1.0943,2.0507,81.37
Morocco,MAR,Africa,Nuclear & Hydro Baseloaders,BAU,2030,39.94,11.82,35.21,10.64,1.22,24.09,6.95,2.39,7.67,41.1,57.68,25.31,1.4031,1.1098,1.9658,78.51
Morocco,MAR,Africa,Nuclear & Hydro Baseloaders,Moderate,2026,38.9,11.98,34.31,11.39,1.22,24.09,6.95,2.39,7.67,41.1,57.68,25.31,1.4031,1.0509,2.12,82.47
Morocco,MAR,Africa,Nuclear & Hydro Baseloaders,Moderate,2027,39.158,10.48,33.31,11.79,1.32,24.09,8.05,3.19,7.77,43.1,55.58,25.41,1.2893,0.8881,1.9908,77.96
Morocco,MAR,Africa,Nuclear & Hydro Baseloaders,Moderate,2028,39.417,8.98,32.31,12.19,1.42,24.09,9.15,3.99,7.87,45.1,53.48,25.51,1.1855,0.7361,1.9779,77.96
Morocco,MAR,Africa,Nuclear & Hydro Baseloaders,Moderate,2029,39.678,7.48,31.31,12.59,1.52,24.09,10.25,4.79,7.97,47.1,51.38,25.61,1.0906,0.5937,1.9257,76.41
Morocco,MAR,Africa,Nuclear & Hydro Baseloaders,Moderate,2030,39.94,5.98,30.31,12.99,1.62,24.09,11.35,5.59,8.07,49.1,49.28,25.71,1.0035,0.46,1.893,75.61
Morocco,MAR,Africa,Nuclear & Hydro Baseloaders,Accelerated,2026,38.9,11.98,34.31,11.39,1.22,24.09,6.95,2.39,7.67,41.1,57.68,25.31,1.4031,1.0509,2.12,82.47
Morocco,MAR,Africa,Nuclear & Hydro Baseloaders,Accelerated,2027,39.158,8.48,32.31,11.99,1.52,24.19,9.43,4.19,7.9,45.7,52.78,25.71,1.1547,0.7067,1.9779,77.45
Morocco,MAR,Africa,Nuclear & Hydro Baseloaders,Accelerated,2028,39.417,4.98,30.31,12.59,1.82,24.29,11.9,5.99,8.12,50.3,47.88,26.11,0.9517,0.3952,1.8518,72.99
Morocco,MAR,Africa,Nuclear & Hydro Baseloaders,Accelerated,2029,39.678,1.48,28.31,13.19,2.12,24.39,14.38,7.79,8.35,54.9,42.98,26.51,0.7827,0.1121,1.3508,53.6
Morocco,MAR,Africa,Nuclear & Hydro Baseloaders,Accelerated,2030,39.94,0.0,26.31,11.77,2.42,24.49,16.85,9.59,8.57,59.5,38.08,26.91,0.6399,0.0,0.755,30.15
Netherlands,NLD,Europe,Rapid Clean Energy Adopters,BAU,2026,18.4,4.22,34.11,25.26,10.72,3.5,8.39,9.07,4.72,25.68,63.59,14.22,2.4753,0.167,7.06,129.9
Netherlands,NLD,Europe,Rapid Clean Energy Adopters,BAU,2027,18.516,3.79,34.02,25.16,10.72,3.5,8.73,9.32,4.75,26.31,62.97,14.22,2.393,0.1506,7.06,130.72
Netherlands,NLD,Europe,Rapid Clean Energy Adopters,BAU,2028,18.632,3.36,33.94,25.05,10.72,3.5,9.08,9.57,4.78,26.93,62.35,14.22,2.3141,0.1341,6.9471,129.44
Netherlands,NLD,Europe,Rapid Clean Energy Adopters,BAU,2029,18.749,2.93,33.85,24.94,10.72,3.5,9.42,9.82,4.81,27.56,61.72,14.22,2.2388,0.1175,6.9247,129.83
Netherlands,NLD,Europe,Rapid Clean Energy Adopters,BAU,2030,18.867,2.5,33.77,24.83,10.72,3.5,9.77,10.07,4.85,28.18,61.1,14.22,2.1669,0.1007,6.9237,130.63
Netherlands,NLD,Europe,Rapid Clean Energy Adopters,Moderate,2026,18.4,4.22,34.11,25.26,10.72,3.5,8.39,9.07,4.72,25.68,63.59,14.22,2.4753,0.167,7.06,129.9
Netherlands,NLD,Europe,Rapid Clean Energy Adopters,Moderate,2027,18.516,2.72,33.11,25.67,10.82,3.5,9.49,9.87,4.82,27.68,61.5,14.32,2.221,0.1059,6.9237,128.2
Netherlands,NLD,Europe,Rapid Clean Energy Adopters,Moderate,2028,18.632,1.22,32.11,26.07,10.92,3.5,10.59,10.67,4.92,29.68,59.4,14.42,2.0007,0.0468,6.92,128.93
Netherlands,NLD,Europe,Rapid Clean Energy Adopters,Moderate,2029,18.749,0.0,31.11,26.19,11.02,3.5,11.69,11.47,5.02,31.68,57.3,14.52,1.8081,0.0,6.6263,124.24
Netherlands,NLD,Europe,Rapid Clean Energy Adopters,Moderate,2030,18.867,0.0,30.11,25.09,11.12,3.5,12.79,12.27,5.12,33.68,55.2,14.62,1.6385,0.0,6.6263,125.02
Netherlands,NLD,Europe,Rapid Clean Energy Adopters,Accelerated,2026,18.4,4.22,34.11,25.26,10.72,3.5,8.39,9.07,4.72,25.68,63.59,14.22,2.4753,0.167,7.06,129.9
Netherlands,NLD,Europe,Rapid Clean Energy Adopters,Accelerated,2027,18.516,0.72,32.11,25.87,11.02,3.6,10.87,10.87,4.94,30.28,58.7,14.62,1.9379,0.0278,6.92,128.13
Netherlands,NLD,Europe,Rapid Clean Energy Adopters,Accelerated,2028,18.632,0.0,30.11,23.69,11.32,3.7,13.34,12.67,5.17,34.88,53.8,15.02,1.542,0.0,6.6263,123.46
Netherlands,NLD,Europe,Rapid Clean Energy Adopters,Accelerated,2029,18.749,0.0,28.11,20.79,11.62,3.8,15.82,14.47,5.4,39.48,48.9,15.42,1.2383,0.0,6.6186,124.09
Netherlands,NLD,Europe,Rapid Clean Energy Adopters,Accelerated,2030,18.867,0.0,26.11,17.89,11.92,3.9,18.29,16.27,5.62,44.08,44.0,15.82,0.998,0.0,6.5669,123.9
Nigeria,NGA,Africa,Nuclear & Hydro Baseloaders,BAU,2026,229.4,11.1,32.74,12.39,0.0,25.71,3.44,5.37,9.24,43.76,56.23,25.71,1.2847,0.8952,0.65,149.11
Nigeria,NGA,Africa,Nuclear & Hydro Baseloaders,BAU,2027,230.946,10.94,32.61,12.57,0.0,25.71,3.51,5.42,9.25,43.88,56.12,25.71,1.2785,0.8691,0.6479,149.63
Nigeria,NGA,Africa,Nuclear & Hydro Baseloaders,BAU,2028,232.502,10.77,32.47,12.75,0.0,25.71,3.58,5.47,9.25,44.01,55.99,25.71,1.2721,0.8444,0.7196,167.31
Nigeria,NGA,Africa,Nuclear & Hydro Baseloaders,BAU,2029,234.069,10.61,32.34,12.92,0.0,25.71,3.64,5.52,9.26,44.13,55.87,25.71,1.2657,0.8204,0.6826,159.78
Nigeria,NGA,Africa,Nuclear & Hydro Baseloaders,BAU,2030,235.646,10.44,32.2,13.1,0.0,25.71,3.71,5.57,9.26,44.26,55.74,25.71,1.2593,0.797,0.6858,161.61
Nigeria,NGA,Africa,Nuclear & Hydro Baseloaders,Moderate,2026,229.4,11.1,32.74,12.39,0.0,25.71,3.44,5.37,9.24,43.76,56.23,25.71,1.2847,0.8952,0.65,149.11
Nigeria,NGA,Africa,Nuclear & Hydro Baseloaders,Moderate,2027,230.946,9.6,31.74,12.8,0.1,25.71,4.54,6.17,9.34,45.76,54.14,25.81,1.1829,0.7494,0.6223,143.72
Nigeria,NGA,Africa,Nuclear & Hydro Baseloaders,Moderate,2028,232.502,8.1,30.74,13.2,0.2,25.71,5.64,6.97,9.44,47.76,52.04,25.91,1.0894,0.6132,0.7196,167.31
Nigeria,NGA,Africa,Nuclear & Hydro Baseloaders,Moderate,2029,234.069,6.6,29.74,13.6,0.3,25.71,6.74,7.77,9.54,49.76,49.94,26.01,1.0034,0.4849,0.6826,159.78
Nigeria,NGA,Africa,Nuclear & Hydro Baseloaders,Moderate,2030,235.646,5.1,28.74,14.0,0.4,25.71,7.84,8.57,9.64,51.76,47.84,26.11,0.9241,0.364,0.6858,161.61
Nigeria,NGA,Africa,Nuclear & Hydro Baseloaders,Accelerated,2026,229.4,11.1,32.74,12.39,0.0,25.71,3.44,5.37,9.24,43.76,56.23,25.71,1.2847,0.8952,0.65,149.11
Nigeria,NGA,Africa,Nuclear & Hydro Baseloaders,Accelerated,2027,230.946,7.6,30.74,13.0,0.3,25.81,5.92,7.17,9.46,48.36,51.34,26.11,1.0614,0.5842,0.59,136.26
Nigeria,NGA,Africa,Nuclear & Hydro Baseloaders,Accelerated,2028,232.502,4.1,28.74,13.6,0.6,25.91,8.39,8.97,9.69,52.96,46.44,26.51,0.8767,0.3012,0.4122,95.84
Nigeria,NGA,Africa,Nuclear & Hydro Baseloaders,Accelerated,2029,234.069,0.6,26.74,14.2,0.9,26.01,10.86,10.77,9.92,57.56,41.54,26.91,0.7216,0.0422,0.1535,35.93
Nigeria,NGA,Africa,Nuclear & Hydro Baseloaders,Accelerated,2030,235.646,0.0,24.74,11.9,1.2,26.11,13.34,12.57,10.14,62.16,36.64,27.31,0.5894,0.0,0.1,23.56
Norway,NOR,Europe,Rapid Clean Energy Adopters,BAU,2026,5.6,4.56,32.77,25.91,9.01,4.45,7.46,10.74,5.11,27.76,63.24,13.46,2.2773,0.1759,7.45,41.72
Norway,NOR,Europe,Rapid Clean Energy Adopters,BAU,2027,5.639,4.1,32.42,25.9,9.01,4.45,7.91,11.07,5.15,28.58,62.42,13.46,2.1835,0.1581,7.2986,41.16
Norway,NOR,Europe,Rapid Clean Energy Adopters,BAU,2028,5.678,3.63,32.08,25.89,9.01,4.45,8.36,11.39,5.19,29.39,61.6,13.46,2.0952,0.1401,7.2986,41.44
Norway,NOR,Europe,Rapid Clean Energy Adopters,BAU,2029,5.717,3.16,31.73,25.89,9.01,4.45,8.8,11.72,5.23,30.2,60.78,13.46,2.0117,0.1222,7.1857,41.08
Norway,NOR,Europe,Rapid Clean Energy Adopters,BAU,2030,5.756,2.7,31.39,25.88,9.01,4.45,9.25,12.04,5.27,31.02,59.97,13.46,1.9326,0.1043,7.1623,41.23
Norway,NOR,Europe,Rapid Clean Energy Adopters,Moderate,2026,5.6,4.56,32.77,25.91,9.01,4.45,7.46,10.74,5.11,27.76,63.24,13.46,2.2773,0.1759,7.45,41.72
Norway,NOR,Europe,Rapid Clean Energy Adopters,Moderate,2027,5.639,3.06,31.77,26.3,9.11,4.45,8.56,11.54,5.21,29.76,61.13,13.56,2.0534,0.1163,7.1668,40.41
Norway,NOR,Europe,Rapid Clean Energy Adopters,Moderate,2028,5.678,1.56,30.77,26.7,9.21,4.45,9.66,12.34,5.31,31.76,59.03,13.66,1.858,0.0584,7.1276,40.47
Norway,NOR,Europe,Rapid Clean Energy Adopters,Moderate,2029,5.717,0.06,29.77,27.1,9.31,4.45,10.76,13.14,5.41,33.76,56.93,13.76,1.6858,0.0022,6.834,39.07
Norway,NOR,Europe,Rapid Clean Energy Adopters,Moderate,2030,5.756,0.0,28.77,26.06,9.41,4.45,11.86,13.94,5.51,35.76,54.83,13.86,1.5328,0.0,6.834,39.34
Norway,NOR,Europe,Rapid Clean Energy Adopters,Accelerated,2026,5.6,4.56,32.77,25.91,9.01,4.45,7.46,10.74,5.11,27.76,63.24,13.46,2.2773,0.1759,7.45,41.72
Norway,NOR,Europe,Rapid Clean Energy Adopters,Accelerated,2027,5.639,1.06,30.77,26.5,9.31,4.55,9.94,12.54,5.34,32.36,58.33,13.86,1.802,0.04,7.1276,40.19
Norway,NOR,Europe,Rapid Clean Energy Adopters,Accelerated,2028,5.678,0.0,28.77,24.66,9.61,4.65,12.41,14.34,5.56,36.96,53.43,14.26,1.4452,0.0,6.834,38.8
Norway,NOR,Europe,Rapid Clean Energy Adopters,Accelerated,2029,5.717,0.0,26.77,21.76,9.91,4.75,14.89,16.14,5.78,41.56,48.53,14.66,1.1674,0.0,6.8263,39.03
Norway,NOR,Europe,Rapid Clean Energy Adopters,Accelerated,2030,5.756,0.0,24.77,18.86,10.21,4.85,17.36,17.94,6.01,46.16,43.63,15.06,0.945,0.0,6.7745,38.99
Pakistan,PAK,Asia,Slow Transition / Coal Reliant,BAU,2026,245.8,25.35,32.31,17.74,2.47,9.63,6.64,4.1,1.77,22.14,75.4,12.1,3.4041,1.4282,1.2,294.96
Pakistan,PAK,Asia,Slow Transition / Coal Reliant,BAU,2027,247.462,24.9,32.41,17.96,2.47,9.63,6.71,4.15,1.78,22.27,75.26,12.1,3.3782,1.3854,1.2,296.95
Pakistan,PAK,Asia,Slow Transition / Coal Reliant,BAU,2028,249.135,24.44,32.5,18.19,2.47,9.63,6.78,4.2,1.78,22.4,75.13,12.1,3.353,1.343,1.2,298.96
Pakistan,PAK,Asia,Slow Transition / Coal Reliant,BAU,2029,250.82,23.99,32.6,18.42,2.47,9.63,6.85,4.25,1.79,22.53,75.0,12.1,3.3281,1.3016,1.1864,297.57
Pakistan,PAK,Asia,Slow Transition / Coal Reliant,BAU,2030,252.516,23.54,32.69,18.65,2.47,9.63,6.92,4.31,1.8,22.66,74.88,12.1,3.3036,1.2613,1.1864,299.58
Pakistan,PAK,Asia,Slow Transition / Coal Reliant,Moderate,2026,245.8,25.35,32.31,17.74,2.47,9.63,6.64,4.1,1.77,22.14,75.4,12.1,3.4041,1.4282,1.2,294.96
Pakistan,PAK,Asia,Slow Transition / Coal Reliant,Moderate,2027,247.462,23.85,31.31,18.13,2.57,9.63,7.74,4.9,1.87,24.14,73.29,12.2,3.0348,1.3148,1.1721,290.05
Pakistan,PAK,Asia,Slow Transition / Coal Reliant,Moderate,2028,249.135,22.35,30.31,18.53,2.67,9.63,8.84,5.7,1.97,26.14,71.19,12.3,2.7224,1.2055,1.1502,286.56
Pakistan,PAK,Asia,Slow Transition / Coal Reliant,Moderate,2029,250.82,20.85,29.31,18.93,2.77,9.63,9.94,6.5,2.07,28.14,69.09,12.4,2.4544,1.1008,1.1502,288.49
Pakistan,PAK,Asia,Slow Transition / Coal Reliant,Moderate,2030,252.516,19.35,28.31,19.33,2.87,9.63,11.04,7.3,2.17,30.14,66.99,12.5,2.2219,1.0005,1.1502,290.44
Pakistan,PAK,Asia,Slow Transition / Coal Reliant,Accelerated,2026,245.8,25.35,32.31,17.74,2.47,9.63,6.64,4.1,1.77,22.14,75.4,12.1,3.4041,1.4282,1.2,294.96
Pakistan,PAK,Asia,Slow Transition / Coal Reliant,Accelerated,2027,247.462,21.85,30.31,18.33,2.77,9.73,9.12,5.9,2.0,26.74,70.49,12.5,2.6351,1.1914,1.1502,284.63
Pakistan,PAK,Asia,Slow Transition / Coal Reliant,Accelerated,2028,249.135,18.35,28.31,18.93,3.07,9.83,11.59,7.7,2.22,31.34,65.59,12.9,2.0922,0.9688,1.15,286.51
Pakistan,PAK,Asia,Slow Transition / Coal Reliant,Accelerated,2029,250.82,14.85,26.31,19.53,3.37,9.93,14.07,9.5,2.45,35.94,60.69,13.3,1.6882,0.76,1.0611,266.15
Pakistan,PAK,Asia,Slow Transition / Coal Reliant,Accelerated,2030,252.516,11.35,24.31,20.13,3.67,10.03,16.54,11.3,2.67,40.54,55.79,13.7,1.3758,0.5636,0.9871,249.26
Philippines,PHL,Asia,Slow Transition / Coal Reliant,BAU,2026,119.8,24.96,30.12,18.69,4.21,9.22,6.81,3.57,2.43,22.03,73.77,13.43,3.3471,1.3348,1.55,185.69
Philippines,PHL,Asia,Slow Transition / Coal Reliant,BAU,2027,120.598,24.77,29.99,19.01,4.21,9.22,6.81,3.57,2.43,22.03,73.76,13.43,3.3466,1.3021,1.55,186.93
Philippines,PHL,Asia,Slow Transition / Coal Reliant,BAU,2028,121.402,24.57,29.85,19.34,4.21,9.22,6.81,3.57,2.43,22.03,73.76,13.43,3.3466,1.2698,1.55,188.17
Philippines,PHL,Asia,Slow Transition / Coal Reliant,BAU,2029,122.211,24.38,29.72,19.67,4.21,9.22,6.81,3.57,2.43,22.03,73.76,13.43,3.3466,1.2386,1.55,189.43
Philippines,PHL,Asia,Slow Transition / Coal Reliant,BAU,2030,123.026,24.18,29.58,20.0,4.21,9.22,6.81,3.57,2.43,22.03,73.76,13.43,3.3466,1.2084,1.5253,187.65
Philippines,PHL,Asia,Slow Transition / Coal Reliant,Moderate,2026,119.8,24.96,30.12,18.69,4.21,9.22,6.81,3.57,2.43,22.03,73.77,13.43,3.3471,1.3348,1.55,185.69
Philippines,PHL,Asia,Slow Transition / Coal Reliant,Moderate,2027,120.598,23.46,29.12,19.08,4.31,9.22,7.91,4.37,2.53,24.03,71.66,13.53,2.9809,1.2289,1.5101,182.12
Philippines,PHL,Asia,Slow Transition / Coal Reliant,Moderate,2028,121.402,21.96,28.12,19.48,4.41,9.22,9.01,5.17,2.63,26.03,69.56,13.63,2.6713,1.1267,1.4577,176.97
Philippines,PHL,Asia,Slow Transition / Coal Reliant,Moderate,2029,122.211,20.46,27.12,19.88,4.51,9.22,10.11,5.97,2.73,28.03,67.46,13.73,2.4058,1.0287,1.4577,178.15
Philippines,PHL,Asia,Slow Transition / Coal Reliant,Moderate,2030,123.026,18.96,26.12,20.28,4.61,9.22,11.21,6.77,2.83,30.03,65.36,13.83,2.1758,0.9345,1.3881,170.77
Philippines,PHL,Asia,Slow Transition / Coal Reliant,Accelerated,2026,119.8,24.96,30.12,18.69,4.21,9.22,6.81,3.57,2.43,22.03,73.77,13.43,3.3471,1.3348,1.55,185.69
Philippines,PHL,Asia,Slow Transition / Coal Reliant,Accelerated,2027,120.598,21.46,28.12,19.28,4.51,9.32,9.28,5.37,2.66,26.63,68.86,13.83,2.5848,1.1125,1.4577,175.8
Philippines,PHL,Asia,Slow Transition / Coal Reliant,Accelerated,2028,121.402,17.96,26.12,19.88,4.81,9.42,11.76,7.17,2.88,31.23,63.96,14.23,2.0474,0.903,1.3874,168.43
Philippines,PHL,Asia,Slow Transition / Coal Reliant,Accelerated,2029,122.211,14.46,24.12,20.48,5.11,9.52,14.24,8.97,3.11,35.83,59.06,14.63,1.6479,0.7057,1.3803,168.69
Philippines,PHL,Asia,Slow Transition / Coal Reliant,Accelerated,2030,123.026,10.96,22.12,21.08,5.41,9.62,16.71,10.77,3.33,40.43,54.16,15.03,1.3393,0.5197,1.2842,157.99
Poland,POL,Europe,Rapid Clean Energy Adopters,BAU,2026,38.9,5.07,30.16,24.6,9.46,5.47,9.95,8.03,7.25,30.7,59.83,14.93,1.9482,0.206,7.66,297.97
Poland,POL,Europe,Rapid Clean Energy Adopters,BAU,2027,39.158,4.74,29.69,24.31,9.46,5.47,10.56,8.47,7.31,31.81,58.73,14.93,1.8457,0.1948,7.5007,293.71
Poland,POL,Europe,Rapid Clean Energy Adopters,BAU,2028,39.417,4.4,29.21,24.0,9.46,5.47,11.17,8.92,7.36,32.92,57.62,14.93,1.7498,0.1834,7.351,289.75
Poland,POL,Europe,Rapid Clean Energy Adopters,BAU,2029,39.678,4.07,28.74,23.7,9.46,5.47,11.78,9.36,7.42,34.03,56.51,14.93,1.6601,0.1718,7.351,291.67
Poland,POL,Europe,Rapid Clean Energy Adopters,BAU,2030,39.94,3.74,28.26,23.4,9.46,5.47,12.39,9.81,7.47,35.14,55.4,14.93,1.5761,0.1598,7.351,293.6
Poland,POL,Europe,Rapid Clean Energy Adopters,Moderate,2026,38.9,5.07,30.16,24.6,9.46,5.47,9.95,8.03,7.25,30.7,59.83,14.93,1.9482,0.206,7.66,297.97
Poland,POL,Europe,Rapid Clean Energy Adopters,Moderate,2027,39.158,3.57,29.16,25.01,9.56,5.47,11.05,8.83,7.35,32.7,57.74,15.03,1.7652,0.1427,7.351,287.85
Poland,POL,Europe,Rapid Clean Energy Adopters,Moderate,2028,39.417,2.07,28.16,25.41,9.66,5.47,12.15,9.63,7.45,34.7,55.64,15.13,1.603,0.0814,7.1808,283.05
Poland,POL,Europe,Rapid Clean Energy Adopters,Moderate,2029,39.678,0.57,27.16,25.81,9.76,5.47,13.25,10.43,7.55,36.7,53.54,15.23,1.4585,0.0221,7.1602,284.1
Poland,POL,Europe,Rapid Clean Energy Adopters,Moderate,2030,39.94,0.0,26.16,25.28,9.86,5.47,14.35,11.23,7.65,38.7,51.44,15.33,1.3289,0.0,6.8147,272.18
Poland,POL,Europe,Rapid Clean Energy Adopters,Accelerated,2026,38.9,5.07,30.16,24.6,9.46,5.47,9.95,8.03,7.25,30.7,59.83,14.93,1.9482,0.206,7.66,297.97
Poland,POL,Europe,Rapid Clean Energy Adopters,Accelerated,2027,39.158,1.57,28.16,25.21,9.76,5.57,12.42,9.83,7.48,35.3,54.94,15.33,1.5559,0.0623,7.1602,280.38
Poland,POL,Europe,Rapid Clean Energy Adopters,Accelerated,2028,39.417,0.0,26.16,23.88,10.06,5.67,14.9,11.63,7.7,39.9,50.04,15.73,1.2538,0.0,6.8147,268.62
Poland,POL,Europe,Rapid Clean Energy Adopters,Accelerated,2029,39.678,0.0,24.16,20.98,10.36,5.77,17.38,13.43,7.93,44.5,45.14,16.13,1.0142,0.0,6.8147,270.39
Poland,POL,Europe,Rapid Clean Energy Adopters,Accelerated,2030,39.94,0.0,22.16,18.08,10.66,5.87,19.85,15.23,8.15,49.1,40.24,16.53,0.8194,0.0,6.7998,271.58
Qatar,QAT,MENA,Fossil-Heavy High Emitters,BAU,2026,3.1,0.87,44.28,43.17,0.46,1.26,5.66,0.87,3.44,11.23,88.32,1.72,7.8577,0.0201,37.9,117.49
Qatar,QAT,MENA,Fossil-Heavy High Emitters,BAU,2027,3.126,0.66,44.0,42.81,0.46,1.26,6.12,1.21,3.48,12.07,87.47,1.72,7.2417,0.0154,37.7081,117.88
Qatar,QAT,MENA,Fossil-Heavy High Emitters,BAU,2028,3.152,0.45,43.72,42.46,0.46,1.26,6.58,1.54,3.52,12.91,86.63,1.72,6.7066,0.0105,37.615,118.56
Qatar,QAT,MENA,Fossil-Heavy High Emitters,BAU,2029,3.179,0.23,43.44,42.12,0.46,1.26,7.04,1.88,3.57,13.75,85.79,1.72,6.2367,0.0055,37.5834,119.48
Qatar,QAT,MENA,Fossil-Heavy High Emitters,BAU,2030,3.205,0.02,43.17,41.77,0.46,1.26,7.51,2.21,3.61,14.58,84.96,1.72,5.8208,0.0005,37.5834,120.45
Qatar,QAT,MENA,Fossil-Heavy High Emitters,Moderate,2026,3.1,0.87,44.28,43.17,0.46,1.26,5.66,0.87,3.44,11.23,88.32,1.72,7.8577,0.0201,37.9,117.49
Qatar,QAT,MENA,Fossil-Heavy High Emitters,Moderate,2027,3.126,0.0,43.28,42.93,0.56,1.26,6.76,1.67,3.54,13.23,86.21,1.82,6.5113,0.0,37.6026,117.55
Qatar,QAT,MENA,Fossil-Heavy High Emitters,Moderate,2028,3.152,0.0,42.28,41.83,0.66,1.26,7.86,2.47,3.64,15.23,84.11,1.92,5.519,0.0,37.5429,118.34
Qatar,QAT,MENA,Fossil-Heavy High Emitters,Moderate,2029,3.179,0.0,41.28,40.73,0.76,1.26,8.96,3.27,3.74,17.23,82.01,2.02,4.757,0.0,37.5236,119.29
Qatar,QAT,MENA,Fossil-Heavy High Emitters,Moderate,2030,3.205,0.0,40.28,39.63,0.86,1.26,10.06,4.07,3.84,19.23,79.91,2.12,4.1533,0.0,37.5227,120.26
Qatar,QAT,MENA,Fossil-Heavy High Emitters,Accelerated,2026,3.1,0.87,44.28,43.17,0.46,1.26,5.66,0.87,3.44,11.23,88.32,1.72,7.8577,0.0201,37.9,117.49
