year,country,iso3,region,co2_emissions_mt,population_millions,co2_per_capita_t,co2_intensity_kg_per_gdp_usd,coal_pct,oil_pct,gas_pct,nuclear_pct,hydro_pct,solar_pct,wind_pct,other_renewables_pct,renewables_total_pct,fossil_total_pct,clean_baseload_pct,fossil_ratio,coal_to_gas_ratio,renewables_plus_nuclear_pct
2002,Indonesia,IDN,Asia,314.8,241.8,1.3,0.22,35.17,34.98,11.91,3.22,10.51,0.0,0.12,4.09,14.72,82.06,13.73,5.5709,2.9505,17.94
2003,Indonesia,IDN,Asia,322.8,243.6,1.33,0.2,32.68,33.02,11.69,3.57,8.53,1.46,2.55,6.49,19.04,77.39,12.1,4.0625,2.7932,22.61
2004,Indonesia,IDN,Asia,346.6,245.5,1.41,0.2,35.11,34.76,12.14,1.83,9.78,0.38,0.3,5.71,16.17,82.0,11.61,5.068,2.8897,18.0
2005,Indonesia,IDN,Asia,357.5,247.4,1.44,0.19,34.02,33.24,12.64,2.06,9.94,3.23,1.02,3.86,18.04,79.9,12.0,4.4266,2.6893,20.1
2006,Indonesia,IDN,Asia,371.5,249.3,1.49,0.19,32.73,33.99,13.11,1.01,11.62,0.54,1.57,5.44,19.17,79.82,12.63,4.1616,2.4947,20.18
2007,Indonesia,IDN,Asia,399.5,251.1,1.59,0.19,32.37,34.78,13.95,1.68,10.93,1.23,1.22,3.84,17.21,81.1,12.61,4.7096,2.3188,18.89
2008,Indonesia,IDN,Asia,392.8,253.0,1.55,0.17,31.43,34.1,14.46,0.62,10.68,1.36,2.55,4.81,19.4,79.99,11.3,4.1211,2.1721,20.02
2009,Indonesia,IDN,Asia,418.4,254.9,1.64,0.17,30.8,33.77,13.33,3.66,10.13,2.3,2.0,4.01,18.44,77.9,13.79,4.2222,2.3088,22.1
2010,Indonesia,IDN,Asia,423.6,256.8,1.65,0.16,30.98,34.73,13.7,1.33,11.24,3.34,0.3,4.38,19.26,79.41,12.57,4.1209,2.2597,20.59
2011,Indonesia,IDN,Asia,458.2,258.6,1.77,0.17,29.86,34.66,15.44,2.0,10.58,1.61,1.02,4.84,18.04,79.96,12.58,4.4299,1.9327,20.04
2012,Indonesia,IDN,Asia,476.1,260.5,1.83,0.17,30.83,32.59,15.01,2.54,9.83,2.93,1.42,4.85,19.03,78.43,12.37,4.1192,2.0526,21.57
2013,Indonesia,IDN,Asia,498.8,262.4,1.9,0.17,30.4,32.68,13.82,1.5,10.39,4.97,2.15,4.09,21.6,76.9,11.89,3.5585,2.1981,23.1
2014,Indonesia,IDN,Asia,510.7,264.3,1.93,0.16,29.68,31.01,16.45,2.71,9.28,3.58,1.62,5.67,20.15,77.14,11.99,3.8264,1.8032,22.86
2015,Indonesia,IDN,Asia,533.8,266.1,2.01,0.16,29.34,32.61,16.2,1.86,10.3,4.36,0.76,4.57,19.99,78.15,12.16,3.9075,1.81,21.85
2016,Indonesia,IDN,Asia,559.7,268.0,2.09,0.16,28.55,31.78,15.59,2.85,11.24,3.1,2.1,4.78,21.22,75.93,14.09,3.5765,1.8301,24.07
2017,Indonesia,IDN,Asia,579.0,269.9,2.15,0.16,27.88,31.0,17.99,3.15,10.72,4.11,1.56,3.59,19.98,76.87,13.87,3.8454,1.5489,23.13
2018,Indonesia,IDN,Asia,580.1,271.8,2.13,0.15,28.14,31.22,16.18,2.42,9.41,4.56,3.41,4.66,22.04,75.54,11.83,3.4259,1.7381,24.46
2019,Indonesia,IDN,Asia,580.1,273.6,2.12,0.15,26.5,31.88,15.62,3.18,9.74,6.63,2.49,3.96,22.82,74.0,12.92,3.2413,1.6955,26.0
2020,Indonesia,IDN,Asia,603.1,275.5,2.19,0.15,28.21,30.6,16.72,2.53,9.59,5.0,4.23,3.13,21.94,75.53,12.12,3.441,1.6862,24.47
2021,Indonesia,IDN,Asia,655.5,277.4,2.36,0.15,27.85,31.68,15.65,3.37,8.7,6.36,2.76,3.63,21.45,75.18,12.07,3.5033,1.7784,24.82
2022,Indonesia,IDN,Asia,666.0,279.3,2.38,0.15,26.07,31.9,18.59,2.11,9.7,6.59,3.99,1.06,21.34,76.56,11.81,3.5859,1.4016,23.45
2023,Indonesia,IDN,Asia,712.8,281.1,2.54,0.15,27.65,30.53,17.67,2.69,7.99,6.74,2.92,3.82,21.47,75.84,10.68,3.5307,1.5639,24.16
2024,Indonesia,IDN,Asia,721.9,283.0,2.55,0.15,24.33,29.15,15.96,3.61,8.39,8.29,5.65,4.63,26.95,69.44,12.0,2.5757,1.5235,30.56
2025,Indonesia,IDN,Asia,754.5,284.9,2.65,0.15,25.81,29.14,18.33,2.77,8.18,7.97,4.82,2.99,23.95,73.28,10.95,3.0584,1.4073,26.72
2026,Indonesia,IDN,Asia,787.2,286.8,2.75,0.15,25.37,31.38,17.26,4.21,8.96,7.77,3.37,1.68,21.78,74.01,13.17,3.3965,1.469,25.99
2000,Iran,IRN,MENA,415.4,75.6,5.49,1.1,0.0,50.08,45.44,0.59,2.78,0.0,0.0,1.1,3.88,95.52,3.37,24.5553,0.0,4.47
2001,Iran,IRN,MENA,430.9,76.2,5.65,1.03,0.42,49.48,45.23,0.29,0.27,0.0,1.31,3.0,4.58,95.13,0.56,20.7255,0.0093,4.87
2002,Iran,IRN,MENA,450.2,76.8,5.86,0.98,0.9,48.67,44.1,1.18,1.56,0.0,0.0,3.57,5.14,93.68,2.74,18.1903,0.0204,6.32
2003,Iran,IRN,MENA,447.3,77.4,5.78,0.89,0.79,51.21,45.92,0.0,0.71,0.45,0.0,0.92,2.08,97.92,0.71,46.8517,0.0172,2.08
2004,Iran,IRN,MENA,487.7,78.0,6.25,0.89,2.45,47.25,45.12,0.55,0.95,1.3,0.0,2.36,4.62,94.83,1.5,20.4816,0.0543,5.17
2005,Iran,IRN,MENA,497.9,78.6,6.33,0.84,0.0,51.08,43.91,0.8,1.91,1.64,0.0,0.66,4.21,94.99,2.71,22.5095,0.0,5.01
2006,Iran,IRN,MENA,519.8,79.2,6.56,0.82,0.32,49.92,43.74,1.0,1.34,0.89,0.77,2.03,5.02,93.98,2.34,18.6839,0.0073,6.02
2007,Iran,IRN,MENA,532.1,79.8,6.67,0.78,0.47,47.68,46.06,0.05,0.43,1.86,1.72,1.73,5.74,94.21,0.48,16.3843,0.0102,5.79
2008,Iran,IRN,MENA,546.4,80.4,6.79,0.75,1.54,46.64,44.89,0.93,2.21,0.99,0.07,2.73,6.0,93.07,3.14,15.4859,0.0343,6.93
2009,Iran,IRN,MENA,560.7,81.0,6.92,0.73,0.9,46.83,47.22,0.0,0.93,2.06,0.61,1.45,5.05,94.95,0.93,18.7648,0.0191,5.05
2010,Iran,IRN,MENA,583.2,81.6,7.15,0.71,0.81,47.7,43.75,3.14,0.78,2.51,0.05,1.26,4.6,92.26,3.92,20.013,0.0185,7.74
2011,Iran,IRN,MENA,590.2,82.2,7.18,0.68,0.57,48.23,46.67,0.62,2.26,0.96,0.0,0.71,3.92,95.46,2.88,24.2901,0.0122,4.54
2012,Iran,IRN,MENA,613.9,82.8,7.41,0.67,2.42,46.37,45.12,1.95,0.85,0.92,0.0,2.37,4.14,93.91,2.8,22.6289,0.0536,6.09
2013,Iran,IRN,MENA,604.3,83.4,7.25,0.63,0.0,48.07,45.28,1.38,1.48,1.57,0.0,2.22,5.27,93.35,2.86,17.6799,0.0,6.65
2014,Iran,IRN,MENA,626.9,84.0,7.46,0.62,0.37,44.94,46.04,0.0,1.48,4.12,0.56,2.48,8.64,91.36,1.48,10.5618,0.008,8.64
2015,Iran,IRN,MENA,664.8,84.6,7.86,0.63,1.13,47.81,43.13,0.97,1.64,2.64,1.7,0.97,6.96,92.07,2.61,13.2095,0.0262,7.93
2016,Iran,IRN,MENA,646.9,85.2,7.59,0.58,2.9,46.41,42.85,1.47,2.07,1.79,0.0,2.5,6.36,92.17,3.54,14.4694,0.0677,7.83
2017,Iran,IRN,MENA,658.6,85.8,7.68,0.57,1.27,46.49,45.0,0.0,0.81,2.52,1.57,2.34,7.24,92.76,0.81,12.7945,0.0282,7.24
2018,Iran,IRN,MENA,660.1,86.4,7.64,0.55,1.53,45.68,42.34,1.55,1.59,4.58,2.74,0.0,8.9,89.55,3.14,10.0505,0.0361,10.45
2019,Iran,IRN,MENA,680.4,87.0,7.82,0.54,0.62,46.5,46.06,1.03,0.78,4.77,0.0,0.23,5.79,93.18,1.81,16.0655,0.0135,6.82
2020,Iran,IRN,MENA,677.4,87.6,7.74,0.52,0.0,47.1,45.02,0.98,0.86,3.15,1.69,1.2,6.9,92.12,1.84,13.3314,0.0,7.88
2021,Iran,IRN,MENA,706.8,88.2,8.02,0.52,2.04,45.27,44.49,0.43,0.98,4.7,0.39,1.69,7.77,91.8,1.41,11.7995,0.0458,8.2
2022,Iran,IRN,MENA,741.8,88.8,8.36,0.52,0.19,46.62,44.51,1.86,1.06,5.76,0.0,0.0,6.83,91.32,2.92,13.3509,0.0043,8.69
2023,Iran,IRN,MENA,748.3,89.4,8.37,0.51,0.4,46.14,45.54,1.69,1.04,4.12,0.52,0.54,6.22,92.09,2.73,14.7817,0.0088,7.91
2024,Iran,IRN,MENA,789.2,90.0,8.77,0.52,2.58,43.55,42.6,1.75,0.76,6.49,0.39,1.88,9.52,88.73,2.51,9.3106,0.0605,11.27
2025,Iran,IRN,MENA,794.7,90.6,8.78,0.5,2.13,45.71,45.29,1.78,1.61,3.48,0.0,0.0,5.09,93.13,3.39,18.2608,0.047,6.87
2026,Iran,IRN,MENA,802.5,91.2,8.8,0.49,1.64,46.06,46.16,0.0,0.0,4.66,0.34,1.15,6.14,93.86,0.0,15.2618,0.0355,6.14
2000,Iraq,IRQ,MENA,91.6,38.2,2.39,0.48,0.76,48.64,44.28,2.55,1.15,0.0,0.0,2.61,3.77,93.68,3.7,24.7831,0.0172,6.32
2001,Iraq,IRQ,MENA,93.5,38.6,2.43,0.44,0.13,50.02,45.8,0.0,1.53,1.47,1.04,0.0,4.04,95.96,1.53,23.6938,0.0028,4.04
2002,Iraq,IRQ,MENA,96.7,38.9,2.49,0.41,0.15,49.1,46.24,1.44,0.0,0.09,0.89,2.1,3.08,95.48,1.44,30.8997,0.0032,4.52
2003,Iraq,IRQ,MENA,101.4,39.2,2.59,0.4,1.14,48.98,43.87,0.98,1.05,1.19,0.81,1.97,5.02,94.0,2.03,18.6879,0.026,6.0
2004,Iraq,IRQ,MENA,106.6,39.5,2.7,0.39,2.05,47.89,42.7,1.45,1.1,1.24,0.0,3.57,5.91,92.64,2.55,15.6486,0.048,7.36
2005,Iraq,IRQ,MENA,108.2,39.8,2.72,0.36,1.65,47.17,42.63,2.01,0.0,3.12,0.0,3.41,6.53,91.46,2.01,13.9847,0.0387,8.54
2006,Iraq,IRQ,MENA,111.8,40.1,2.79,0.35,0.79,49.07,43.08,0.99,1.76,1.77,1.3,1.25,6.07,92.94,2.75,15.2862,0.0183,7.06
2007,Iraq,IRQ,MENA,114.6,40.4,2.84,0.33,1.08,49.66,44.08,1.56,0.78,1.54,0.35,0.94,3.61,94.82,2.34,26.1934,0.0245,5.17
2008,Iraq,IRQ,MENA,117.4,40.7,2.89,0.32,0.73,47.88,44.22,2.53,1.98,1.8,0.0,0.86,4.64,92.83,4.51,19.9634,0.0165,7.17
2009,Iraq,IRQ,MENA,121.2,41.0,2.96,0.31,3.0,47.62,45.46,1.37,0.69,0.73,0.0,1.12,2.54,96.08,2.06,37.6784,0.066,3.91
2010,Iraq,IRQ,MENA,125.3,41.3,3.04,0.3,0.29,48.71,44.36,0.47,1.09,2.55,0.04,2.48,6.17,93.36,1.56,15.1068,0.0065,6.64
2011,Iraq,IRQ,MENA,138.5,41.6,3.33,0.32,0.0,50.57,46.38,0.98,0.32,0.91,0.0,0.84,2.07,96.95,1.3,46.6106,0.0,3.05
2012,Iraq,IRQ,MENA,144.5,41.9,3.45,0.31,1.63,48.01,44.64,0.09,0.63,2.02,0.34,2.64,5.63,94.28,0.72,16.7163,0.0365,5.72
2013,Iraq,IRQ,MENA,155.1,42.2,3.68,0.32,2.2,48.49,42.49,0.14,1.66,2.0,1.33,1.67,6.67,93.19,1.8,13.9506,0.0518,6.81
2014,Iraq,IRQ,MENA,162.9,42.5,3.83,0.32,2.48,46.58,44.37,0.57,0.87,2.3,0.0,2.83,5.99,93.44,1.44,15.5733,0.0559,6.56
2015,Iraq,IRQ,MENA,176.9,42.8,4.14,0.33,1.74,46.63,46.16,0.37,0.0,3.88,0.0,1.22,5.1,94.53,0.37,18.499,0.0377,5.47
2016,Iraq,IRQ,MENA,183.7,43.1,4.26,0.33,1.2,46.98,45.53,1.57,1.54,2.27,0.9,0.0,4.71,93.72,3.11,19.8559,0.0264,6.28
2017,Iraq,IRQ,MENA,189.5,43.4,4.37,0.32,2.6,45.92,45.24,0.0,0.27,3.33,0.13,2.52,6.25,93.75,0.27,14.976,0.0575,6.25
2018,Iraq,IRQ,MENA,190.6,43.7,4.36,0.31,1.22,45.89,44.68,2.21,1.9,2.31,0.01,1.78,6.0,91.79,4.11,15.2729,0.0273,8.21
2019,Iraq,IRQ,MENA,196.7,44.0,4.47,0.31,1.36,45.42,45.87,0.11,2.31,4.19,0.0,0.74,7.25,92.64,2.42,12.7603,0.0296,7.36
2020,Iraq,IRQ,MENA,199.5,44.3,4.51,0.3,0.46,47.09,45.55,0.0,0.0,4.47,1.07,1.36,6.9,93.1,0.0,13.4732,0.0101,6.9
2021,Iraq,IRQ,MENA,210.4,44.6,4.72,0.3,1.25,44.65,44.5,3.48,2.14,3.69,0.28,0.0,6.11,90.4,5.62,14.7712,0.0281,9.59
2022,Iraq,IRQ,MENA,218.5,44.9,4.87,0.3,2.06,46.39,44.3,0.0,0.0,4.66,0.75,1.84,7.25,92.75,0.0,12.7755,0.0465,7.25
2023,Iraq,IRQ,MENA,226.4,45.2,5.01,0.3,1.08,46.21,45.04,1.82,0.0,3.17,0.52,2.18,5.86,92.32,1.82,15.7274,0.024,7.68
2024,Iraq,IRQ,MENA,235.5,45.5,5.18,0.3,2.81,44.06,43.25,0.0,1.82,3.96,3.78,0.33,9.89,90.11,1.82,9.102,0.065,9.89
2025,Iraq,IRQ,MENA,239.1,45.8,5.22,0.3,2.98,44.06,42.18,1.18,1.7,4.4,1.73,1.78,9.6,89.22,2.88,9.2841,0.0706,10.78
2026,Iraq,IRQ,MENA,238.9,46.1,5.18,0.29,1.63,46.04,44.86,0.94,1.2,3.2,1.2,0.92,6.52,92.53,2.14,14.17,0.0363,7.46
2000,Israel,ISR,MENA,62.9,8.2,7.63,1.53,0.0,50.79,45.52,0.0,0.0,1.65,0.38,1.67,3.69,96.31,0.0,26.0297,0.0,3.69
2001,Israel,ISR,MENA,65.0,8.3,7.83,1.42,1.39,47.41,44.86,2.26,0.87,0.0,0.0,3.21,4.08,93.66,3.13,22.8998,0.031,6.34
2002,Israel,ISR,MENA,66.0,8.4,7.88,1.31,1.27,48.66,47.82,0.0,0.76,0.0,0.0,1.49,2.25,97.75,0.76,43.2522,0.0266,2.25
2003,Israel,ISR,MENA,63.6,8.4,7.54,1.16,1.6,49.7,43.72,0.0,1.45,1.06,0.35,2.12,4.98,95.02,1.45,19.0421,0.0366,4.98
2004,Israel,ISR,MENA,68.4,8.5,8.04,1.15,0.86,47.65,43.29,2.0,3.12,0.92,0.14,2.03,6.21,91.79,5.12,14.7572,0.0199,8.21
2005,Israel,ISR,MENA,68.0,8.6,7.93,1.06,0.34,49.21,44.9,0.57,1.88,0.97,0.0,2.13,4.98,94.45,2.45,18.9279,0.0076,5.55
2006,Israel,ISR,MENA,68.7,8.6,7.96,0.99,1.21,48.69,44.8,0.87,0.52,1.13,0.58,2.2,4.43,94.7,1.39,21.3288,0.027,5.3
2007,Israel,ISR,MENA,71.2,8.7,8.18,0.96,1.26,46.83,44.36,0.31,3.36,2.03,0.0,1.85,7.24,92.45,3.67,12.7517,0.0284,7.55
2008,Israel,ISR,MENA,73.0,8.8,8.33,0.93,1.82,49.52,44.78,0.0,1.59,0.0,0.0,2.29,3.88,96.12,1.59,24.7095,0.0406,3.88
2009,Israel,ISR,MENA,72.0,8.8,8.15,0.86,0.8,48.91,45.76,0.0,1.53,0.95,0.0,2.06,4.53,95.47,1.53,21.0286,0.0175,4.53
2010,Israel,ISR,MENA,75.8,8.9,8.52,0.85,0.77,49.04,44.52,1.42,1.12,1.46,0.0,1.69,4.26,94.33,2.54,22.0913,0.0173,5.68
2011,Israel,ISR,MENA,75.5,9.0,8.42,0.8,1.43,46.29,45.0,1.64,0.86,2.75,0.46,1.57,5.63,92.72,2.5,16.4397,0.0318,7.27
2012,Israel,ISR,MENA,74.3,9.0,8.23,0.75,2.31,47.01,45.23,2.2,1.31,1.95,0.0,0.0,3.26,94.54,3.51,28.9113,0.0511,5.46
2013,Israel,ISR,MENA,72.8,9.1,8.01,0.7,3.11,48.31,44.88,1.36,0.05,2.19,0.0,0.09,2.33,96.3,1.41,41.1538,0.0693,3.69
2014,Israel,ISR,MENA,72.3,9.2,7.9,0.66,0.0,46.34,46.65,0.01,1.56,3.7,0.56,1.18,7.0,92.99,1.57,13.2653,0.0,7.01
2015,Israel,ISR,MENA,74.1,9.2,8.04,0.64,1.11,45.94,45.45,2.83,2.41,0.72,0.14,1.4,4.67,92.5,5.24,19.765,0.0244,7.5
2016,Israel,ISR,MENA,68.8,9.3,7.41,0.57,1.52,47.07,45.05,2.4,0.46,1.66,0.0,1.85,3.96,93.63,2.86,23.5844,0.0337,6.36
2017,Israel,ISR,MENA,68.9,9.3,7.37,0.55,0.18,47.73,44.73,0.0,2.46,3.73,0.33,0.84,7.35,92.65,2.46,12.5883,0.004,7.35
2018,Israel,ISR,MENA,65.0,9.4,6.91,0.49,2.41,46.01,45.05,0.41,1.03,3.77,0.14,1.18,6.12,93.47,1.44,15.248,0.0535,6.53
2019,Israel,ISR,MENA,62.5,9.5,6.59,0.45,0.42,47.09,44.01,1.58,1.32,3.48,1.19,0.91,6.9,91.52,2.9,13.2446,0.0095,8.48
2020,Israel,ISR,MENA,58.5,9.5,6.13,0.41,0.33,46.63,45.52,0.49,0.41,3.66,0.22,2.75,7.03,92.48,0.9,13.1364,0.0072,7.52
2021,Israel,ISR,MENA,58.6,9.6,6.1,0.39,1.32,45.96,44.05,1.74,0.39,3.38,1.58,1.58,6.93,91.33,2.13,13.1599,0.03,8.67
2022,Israel,ISR,MENA,58.0,9.7,6.0,0.37,0.0,47.93,47.42,0.69,1.22,2.54,0.0,0.19,3.95,95.35,1.91,24.0783,0.0,4.64
2023,Israel,ISR,MENA,55.1,9.7,5.66,0.34,1.33,43.84,45.71,0.0,0.78,6.61,0.69,1.04,9.12,90.88,0.78,9.954,0.0291,9.12
2024,Israel,ISR,MENA,55.4,9.8,5.65,0.33,1.81,44.58,43.97,1.89,1.45,4.82,0.77,0.72,7.75,90.36,3.34,11.6443,0.0412,9.64
2025,Israel,ISR,MENA,54.1,9.9,5.48,0.31,1.87,43.86,45.21,0.0,2.38,5.16,0.0,1.51,9.06,90.94,2.38,10.0265,0.0414,9.06
2026,Israel,ISR,MENA,52.5,9.9,5.28,0.29,0.36,45.85,45.32,0.88,1.98,5.62,0.0,0.0,7.59,91.52,2.86,12.0421,0.0079,8.47
2000,Italy,ITA,Europe,474.2,50.1,9.46,1.89,15.12,40.44,24.53,8.83,4.18,0.0,0.66,6.24,11.08,80.09,13.01,7.2218,0.6161,19.91
2001,Italy,ITA,Europe,457.6,50.5,9.05,1.65,13.57,40.0,25.21,11.04,4.57,0.0,0.0,5.61,10.18,78.77,15.61,7.7301,0.5381,21.22
2002,Italy,ITA,Europe,461.5,50.9,9.06,1.51,14.1,38.82,24.8,11.15,4.0,0.0,2.03,5.09,11.12,77.73,15.15,6.9838,0.5683,22.27
2003,Italy,ITA,Europe,469.5,51.3,9.15,1.41,14.15,38.49,24.34,9.41,5.68,2.03,2.18,3.72,13.62,76.97,15.09,5.6471,0.5811,23.03
2004,Italy,ITA,Europe,465.7,51.7,9.0,1.29,14.48,37.67,23.78,9.64,5.72,1.74,1.26,5.72,14.44,75.92,15.36,5.254,0.6087,24.08
2005,Italy,ITA,Europe,456.7,52.1,8.76,1.17,13.46,38.59,24.74,10.6,5.01,0.17,2.82,4.6,12.6,76.8,15.61,6.0904,0.5438,23.2
2006,Italy,ITA,Europe,448.3,52.5,8.53,1.07,14.32,36.84,24.88,9.32,4.03,1.36,4.09,5.16,14.64,76.04,13.35,5.1904,0.5753,23.96
2007,Italy,ITA,Europe,435.3,52.9,8.23,0.97,12.53,39.19,25.33,10.3,4.75,2.1,0.46,5.34,12.65,77.05,15.05,6.0861,0.4945,22.95
2008,Italy,ITA,Europe,442.7,53.3,8.3,0.92,12.99,39.28,23.17,9.23,4.16,2.61,1.86,6.7,15.34,75.44,13.39,4.9147,0.5604,24.57
2009,Italy,ITA,Europe,433.0,53.7,8.06,0.85,11.68,37.42,26.82,10.07,5.45,2.04,2.11,4.43,14.02,75.92,15.52,5.4113,0.4353,24.09
2010,Italy,ITA,Europe,433.6,54.1,8.01,0.8,13.4,37.73,25.39,9.06,5.94,1.73,2.29,4.46,14.42,76.52,15.0,5.3028,0.5276,23.48
2011,Italy,ITA,Europe,411.1,54.5,7.54,0.72,12.46,37.72,24.04,9.13,3.29,3.39,4.3,5.67,16.65,74.22,12.42,4.455,0.5181,25.78
2012,Italy,ITA,Europe,399.0,54.9,7.27,0.66,11.14,35.6,25.19,9.17,5.46,3.14,5.0,5.3,18.9,71.93,14.63,3.8038,0.4421,28.07
2013,Italy,ITA,Europe,385.9,55.3,6.98,0.61,10.52,38.43,24.47,9.33,4.94,2.67,4.8,4.83,17.24,73.43,14.27,4.2568,0.4297,26.57
2014,Italy,ITA,Europe,371.4,55.7,6.67,0.56,10.47,34.36,24.96,9.88,4.28,4.26,5.86,5.94,20.34,69.79,14.16,3.4295,0.4193,30.22
2015,Italy,ITA,Europe,357.6,56.1,6.38,0.51,9.52,35.29,24.36,10.12,2.78,6.71,6.66,4.57,20.72,69.16,12.9,3.3362,0.3906,30.84
2016,Italy,ITA,Europe,342.0,56.5,6.06,0.47,7.82,36.49,24.14,9.08,4.28,5.09,6.85,6.26,22.47,68.45,13.36,3.0449,0.3238,31.55
2017,Italy,ITA,Europe,328.2,56.9,5.77,0.43,9.75,35.67,26.7,9.57,3.26,4.68,5.88,4.48,18.3,72.13,12.83,3.9394,0.365,27.87
2018,Italy,ITA,Europe,332.9,57.3,5.81,0.42,7.27,34.74,26.18,11.97,3.35,4.34,6.26,5.89,19.84,68.19,15.32,3.4353,0.2776,31.81
2019,Italy,ITA,Europe,326.8,57.7,5.67,0.39,7.49,33.45,25.73,10.96,4.98,5.03,7.58,4.77,22.37,66.67,15.94,2.979,0.291,33.33
2020,Italy,ITA,Europe,307.0,58.1,5.29,0.35,6.88,32.44,25.23,9.98,5.87,7.29,7.93,4.37,25.47,64.55,15.85,2.5334,0.2726,35.45
2021,Italy,ITA,Europe,298.9,58.5,5.11,0.33,7.58,32.37,26.28,9.81,5.42,6.43,7.59,4.51,23.96,66.23,15.23,2.763,0.2883,33.77
2022,Italy,ITA,Europe,301.5,58.8,5.12,0.32,6.71,33.15,25.69,10.12,4.46,6.33,7.01,6.54,24.33,65.54,14.58,2.6927,0.2611,34.45
2023,Italy,ITA,Europe,307.3,59.2,5.19,0.31,5.56,33.6,25.06,10.22,4.84,6.24,7.81,6.67,25.56,64.23,15.06,2.5119,0.2218,35.78
2024,Italy,ITA,Europe,311.1,59.6,5.22,0.31,5.81,33.29,26.04,9.46,5.35,7.33,7.97,4.75,25.4,65.14,14.81,2.5636,0.223,34.86
2025,Italy,ITA,Europe,294.5,60.0,4.91,0.28,5.97,31.77,24.65,9.82,7.1,5.85,10.11,4.74,27.8,62.38,16.92,2.2431,0.2421,37.62
2026,Italy,ITA,Europe,294.4,60.4,4.87,0.27,4.2,30.55,24.72,10.33,4.99,8.76,10.85,5.6,30.2,59.47,15.32,1.9686,0.1698,40.53
2000,Japan,JPN,Asia,1223.2,105.4,11.6,2.32,18.07,49.02,11.68,16.06,3.79,0.0,0.43,0.95,5.17,78.78,19.85,15.2085,1.5458,21.23
2001,Japan,JPN,Asia,1227.0,106.2,11.55,2.1,18.24,48.4,12.3,15.5,4.15,0.11,0.0,1.31,5.56,78.94,19.65,14.1724,1.4817,21.06
2002,Japan,JPN,Asia,1204.9,107.1,11.25,1.88,18.62,47.45,12.81,15.33,4.13,0.03,0.16,1.47,5.79,78.88,19.46,13.6,1.4524,21.12
2003,Japan,JPN,Asia,1219.6,107.9,11.3,1.74,19.08,46.78,13.49,14.79,3.72,0.32,0.33,1.48,5.85,79.36,18.51,13.5427,1.4133,20.64
2004,Japan,JPN,Asia,1258.9,108.7,11.58,1.65,19.63,46.11,14.09,14.42,3.69,0.04,0.26,1.76,5.74,79.84,18.11,13.8852,1.3922,20.16
2005,Japan,JPN,Asia,1281.5,109.6,11.7,1.56,19.87,45.41,14.53,14.06,3.41,0.5,0.26,1.97,6.13,79.8,17.47,12.9967,1.3666,20.19
2006,Japan,JPN,Asia,1253.5,110.4,11.36,1.42,20.21,44.14,14.49,13.37,3.69,0.77,0.86,2.48,7.8,78.83,17.06,10.0935,1.3938,21.17
2007,Japan,JPN,Asia,1238.3,111.2,11.13,1.31,20.75,42.92,15.16,13.31,3.28,1.19,0.62,2.77,7.86,78.83,16.59,10.0165,1.3678,21.17
2008,Japan,JPN,Asia,1232.0,112.0,11.0,1.22,21.18,42.89,16.35,12.6,3.1,0.59,0.55,2.73,6.99,80.41,15.7,11.4871,1.2946,19.59
2009,Japan,JPN,Asia,1222.2,112.9,10.83,1.14,21.53,41.76,16.59,12.01,3.35,0.83,1.01,2.92,8.11,79.88,15.36,9.8374,1.297,20.12
2010,Japan,JPN,Asia,1278.3,113.7,11.24,1.12,22.36,41.13,16.64,12.06,3.05,0.8,1.03,2.94,7.82,80.12,15.11,10.2324,1.3429,19.88
2011,Japan,JPN,Asia,1226.5,114.5,10.71,1.02,22.77,41.2,17.92,9.73,3.11,1.65,0.99,2.62,8.38,81.89,12.84,9.7604,1.2699,18.11
2012,Japan,JPN,Asia,1258.7,115.4,10.91,0.99,23.86,41.01,19.23,7.71,3.53,1.92,0.72,2.02,8.19,84.1,11.24,10.2561,1.2401,15.9
2013,Japan,JPN,Asia,1235.3,116.2,10.63,0.92,25.28,41.38,20.04,5.09,3.37,2.18,1.0,1.66,8.21,86.7,8.46,10.5474,1.2608,13.3
2014,Japan,JPN,Asia,1168.7,117.0,9.99,0.83,26.02,40.91,21.22,3.17,3.94,2.64,0.72,1.38,8.68,88.15,7.11,10.1438,1.2256,11.85
2015,Japan,JPN,Asia,1178.1,117.9,10.0,0.8,26.84,41.11,21.92,1.08,3.74,3.01,1.12,1.19,9.06,89.86,4.82,9.9074,1.2239,10.14
2016,Japan,JPN,Asia,1146.4,118.7,9.66,0.74,26.39,40.31,22.19,1.91,3.7,3.71,1.56,0.24,9.21,88.89,5.61,9.641,1.1887,11.12
2017,Japan,JPN,Asia,1124.7,119.5,9.41,0.7,26.01,39.97,22.0,2.26,4.19,4.65,0.91,0.0,9.76,87.98,6.45,9.0051,1.1817,12.02
2018,Japan,JPN,Asia,1093.0,120.4,9.08,0.65,25.44,38.93,22.55,2.65,3.94,5.45,1.04,0.0,10.43,86.92,6.59,8.3257,1.1277,13.08
2019,Japan,JPN,Asia,1109.7,121.2,9.16,0.63,25.08,37.99,22.46,3.06,4.03,6.42,0.95,0.0,11.41,85.54,7.09,7.4904,1.1162,14.47
2020,Japan,JPN,Asia,1013.4,122.0,8.31,0.55,24.21,37.28,22.69,4.04,3.71,6.88,1.18,0.0,11.77,84.19,7.75,7.1469,1.0665,15.81
