year_month,year,month,region,temp_anomaly_c,temp_anomaly_baseline,co2_ppm,has_co2_ppm,temp_anomaly_roll12m
2001-03,2001,3,North_America,0.712,1951-1980,,0,0.6785
2001-04,2001,4,North_America,0.737,1951-1980,,0,0.6883
2001-05,2001,5,North_America,0.763,1951-1980,,0,0.6965
2001-06,2001,6,North_America,0.795,1951-1980,,0,0.7055
2001-07,2001,7,North_America,0.686,1951-1980,,0,0.711
2001-08,2001,8,North_America,0.788,1951-1980,,0,0.7212
2001-09,2001,9,North_America,0.816,1951-1980,,0,0.7278
2001-10,2001,10,North_America,0.737,1951-1980,,0,0.7342
2001-11,2001,11,North_America,0.812,1951-1980,,0,0.7478
2001-12,2001,12,North_America,0.852,1951-1980,,0,0.7607
2002-01,2002,1,North_America,0.834,1951-1980,,0,0.771
2002-02,2002,2,North_America,0.765,1951-1980,,0,0.7748
2002-03,2002,3,North_America,0.872,1951-1980,,0,0.7881
2002-04,2002,4,North_America,0.866,1951-1980,,0,0.7988
2002-05,2002,5,North_America,0.87,1951-1980,,0,0.8078
2002-06,2002,6,North_America,0.883,1951-1980,,0,0.8151
2002-07,2002,7,North_America,0.9,1951-1980,,0,0.8329
2002-08,2002,8,North_America,1.032,1951-1980,,0,0.8532
2002-09,2002,9,North_America,0.99,1951-1980,,0,0.8678
2002-10,2002,10,North_America,0.846,1951-1980,,0,0.8768
2002-11,2002,11,North_America,0.95,1951-1980,,0,0.8883
2002-12,2002,12,North_America,0.911,1951-1980,,0,0.8932
2003-01,2003,1,North_America,0.931,1951-1980,,0,0.9013
2003-02,2003,2,North_America,1.038,1951-1980,,0,0.9241
2003-03,2003,3,North_America,0.968,1951-1980,,0,0.9321
2003-04,2003,4,North_America,0.982,1951-1980,,0,0.9418
2003-05,2003,5,North_America,1.064,1951-1980,,0,0.9579
2003-06,2003,6,North_America,0.917,1951-1980,,0,0.9608
2003-07,2003,7,North_America,0.941,1951-1980,,0,0.9642
2003-08,2003,8,North_America,0.843,1951-1980,,0,0.9484
2003-09,2003,9,North_America,0.862,1951-1980,,0,0.9378
2003-10,2003,10,North_America,0.885,1951-1980,,0,0.941
2003-11,2003,11,North_America,0.94,1951-1980,,0,0.9402
2003-12,2003,12,North_America,0.904,1951-1980,,0,0.9396
2004-01,2004,1,North_America,0.878,1951-1980,,0,0.9352
2004-02,2004,2,North_America,0.806,1951-1980,,0,0.9158
2004-03,2004,3,North_America,0.869,1951-1980,,0,0.9076
2004-04,2004,4,North_America,0.872,1951-1980,,0,0.8984
2004-05,2004,5,North_America,0.93,1951-1980,,0,0.8872
2004-06,2004,6,North_America,0.766,1951-1980,,0,0.8747
2004-07,2004,7,North_America,0.75,1951-1980,,0,0.8588
2004-08,2004,8,North_America,0.774,1951-1980,,0,0.853
2004-09,2004,9,North_America,0.782,1951-1980,,0,0.8463
2004-10,2004,10,North_America,0.785,1951-1980,,0,0.838
2004-11,2004,11,North_America,0.812,1951-1980,,0,0.8273
2004-12,2004,12,North_America,0.745,1951-1980,,0,0.8141
2005-01,2005,1,North_America,0.79,1951-1980,,0,0.8068
2005-02,2005,2,North_America,0.774,1951-1980,,0,0.8041
2005-03,2005,3,North_America,0.837,1951-1980,,0,0.8014
2005-04,2005,4,North_America,0.862,1951-1980,,0,0.8006
2005-05,2005,5,North_America,0.869,1951-1980,,0,0.7955
2005-06,2005,6,North_America,0.852,1951-1980,,0,0.8027
2005-07,2005,7,North_America,0.866,1951-1980,,0,0.8123
2005-08,2005,8,North_America,0.935,1951-1980,,0,0.8258
2005-09,2005,9,North_America,0.968,1951-1980,,0,0.8412
2005-10,2005,10,North_America,0.948,1951-1980,,0,0.8548
2005-11,2005,11,North_America,0.93,1951-1980,,0,0.8647
2005-12,2005,12,North_America,1.009,1951-1980,,0,0.8867
2006-01,2006,1,North_America,0.983,1951-1980,,0,0.9028
2006-02,2006,2,North_America,1.01,1951-1980,,0,0.9224
2006-03,2006,3,North_America,1.074,1951-1980,,0,0.9422
2006-04,2006,4,North_America,1.027,1951-1980,,0,0.9559
2006-05,2006,5,North_America,1.011,1951-1980,,0,0.9678
2006-06,2006,6,North_America,1.034,1951-1980,,0,0.9829
2006-07,2006,7,North_America,1.02,1951-1980,,0,0.9958
2006-08,2006,8,North_America,0.908,1951-1980,,0,0.9935
2006-09,2006,9,North_America,0.925,1951-1980,,0,0.9899
2006-10,2006,10,North_America,0.868,1951-1980,,0,0.9832
2006-11,2006,11,North_America,0.902,1951-1980,,0,0.9809
2006-12,2006,12,North_America,1.012,1951-1980,,0,0.9812
2007-01,2007,1,North_America,0.994,1951-1980,,0,0.9821
2007-02,2007,2,North_America,0.87,1951-1980,,0,0.9704
2007-03,2007,3,North_America,0.991,1951-1980,,0,0.9635
2007-04,2007,4,North_America,0.94,1951-1980,,0,0.9563
2007-05,2007,5,North_America,0.988,1951-1980,,0,0.9543
2007-06,2007,6,North_America,0.955,1951-1980,,0,0.9478
2007-07,2007,7,North_America,0.926,1951-1980,,0,0.9399
2007-08,2007,8,North_America,0.881,1951-1980,,0,0.9377
2007-09,2007,9,North_America,0.933,1951-1980,,0,0.9383
2007-10,2007,10,North_America,0.958,1951-1980,,0,0.9458
2007-11,2007,11,North_America,0.869,1951-1980,,0,0.9431
2007-12,2007,12,North_America,0.969,1951-1980,,0,0.9395
2008-01,2008,1,North_America,0.871,1951-1980,,0,0.9292
2008-02,2008,2,North_America,0.905,1951-1980,,0,0.9322
2008-03,2008,3,North_America,0.842,1951-1980,,0,0.9198
2008-04,2008,4,North_America,0.934,1951-1980,,0,0.9192
2008-05,2008,5,North_America,0.914,1951-1980,,0,0.9131
2008-06,2008,6,North_America,0.786,1951-1980,,0,0.899
2008-07,2008,7,North_America,0.759,1951-1980,,0,0.8851
2008-08,2008,8,North_America,0.861,1951-1980,,0,0.8834
2008-09,2008,9,North_America,0.8,1951-1980,,0,0.8723
2008-10,2008,10,North_America,0.771,1951-1980,,0,0.8568
2008-11,2008,11,North_America,0.762,1951-1980,,0,0.8478
2008-12,2008,12,North_America,0.746,1951-1980,,0,0.8292
2009-01,2009,1,North_America,0.765,1951-1980,,0,0.8204
2009-02,2009,2,North_America,0.867,1951-1980,,0,0.8172
2009-03,2009,3,North_America,0.825,1951-1980,,0,0.8158
2009-04,2009,4,North_America,0.905,1951-1980,,0,0.8134
2009-05,2009,5,North_America,0.86,1951-1980,,0,0.8089
2009-06,2009,6,North_America,0.899,1951-1980,,0,0.8183
2009-07,2009,7,North_America,0.907,1951-1980,,0,0.8307
2009-08,2009,8,North_America,0.863,1951-1980,,0,0.8308
2009-09,2009,9,North_America,0.888,1951-1980,,0,0.8382
2009-10,2009,10,North_America,0.99,1951-1980,,0,0.8564
2009-11,2009,11,North_America,1.007,1951-1980,,0,0.8768
2009-12,2009,12,North_America,1.095,1951-1980,,0,0.9059
2010-01,2010,1,North_America,0.996,1951-1980,,0,0.9252
2010-02,2010,2,North_America,1.052,1951-1980,,0,0.9406
2010-03,2010,3,North_America,1.085,1951-1980,,0,0.9622
2010-04,2010,4,North_America,1.169,1951-1980,,0,0.9842
2010-05,2010,5,North_America,1.014,1951-1980,,0,0.9971
2010-06,2010,6,North_America,0.96,1951-1980,,0,1.0022
2010-07,2010,7,North_America,1.03,1951-1980,,0,1.0124
2010-08,2010,8,North_America,1.002,1951-1980,,0,1.024
2010-09,2010,9,North_America,0.901,1951-1980,,0,1.0251
2010-10,2010,10,North_America,0.932,1951-1980,,0,1.0202
2010-11,2010,11,North_America,0.947,1951-1980,,0,1.0152
2010-12,2010,12,North_America,1.01,1951-1980,,0,1.0082
2011-01,2011,1,North_America,0.918,1951-1980,,0,1.0017
2011-02,2011,2,North_America,0.96,1951-1980,,0,0.994
2011-03,2011,3,North_America,0.951,1951-1980,,0,0.9828
2011-04,2011,4,North_America,0.897,1951-1980,,0,0.9602
2011-05,2011,5,North_America,0.91,1951-1980,,0,0.9515
2011-06,2011,6,North_America,0.898,1951-1980,,0,0.9463
2011-07,2011,7,North_America,0.845,1951-1980,,0,0.9309
2011-08,2011,8,North_America,0.811,1951-1980,,0,0.915
2011-09,2011,9,North_America,0.785,1951-1980,,0,0.9053
2011-10,2011,10,North_America,0.835,1951-1980,,0,0.8973
2011-11,2011,11,North_America,0.844,1951-1980,,0,0.8887
2011-12,2011,12,North_America,0.774,1951-1980,,0,0.869
2012-01,2012,1,North_America,0.829,1951-1980,,0,0.8616
2012-02,2012,2,North_America,0.788,1951-1980,,0,0.8472
2012-03,2012,3,North_America,0.829,1951-1980,,0,0.8371
2012-04,2012,4,North_America,0.83,1951-1980,,0,0.8315
2012-05,2012,5,North_America,0.848,1951-1980,,0,0.8263
2012-06,2012,6,North_America,0.808,1951-1980,,0,0.8188
2012-07,2012,7,North_America,0.882,1951-1980,,0,0.8219
2012-08,2012,8,North_America,0.997,1951-1980,,0,0.8374
2012-09,2012,9,North_America,0.872,1951-1980,,0,0.8447
2012-10,2012,10,North_America,0.839,1951-1980,,0,0.845
2012-11,2012,11,North_America,0.884,1951-1980,,0,0.8483
2012-12,2012,12,North_America,0.965,1951-1980,,0,0.8642
2013-01,2013,1,North_America,1.007,1951-1980,,0,0.8791
2013-02,2013,2,North_America,0.951,1951-1980,,0,0.8927
2013-03,2013,3,North_America,0.995,1951-1980,,0,0.9065
2013-04,2013,4,North_America,0.992,1951-1980,,0,0.92
2013-05,2013,5,North_America,1.069,1951-1980,,0,0.9384
2013-06,2013,6,North_America,0.977,1951-1980,,0,0.9525
2013-07,2013,7,North_America,0.964,1951-1980,,0,0.9593
2013-08,2013,8,North_America,0.931,1951-1980,,0,0.9538
2013-09,2013,9,North_America,1.003,1951-1980,,0,0.9647
2013-10,2013,10,North_America,0.916,1951-1980,,0,0.9712
2013-11,2013,11,North_America,0.949,1951-1980,,0,0.9766
2013-12,2013,12,North_America,1.016,1951-1980,,0,0.9808
2014-01,2014,1,North_America,1.01,1951-1980,,0,0.9811
2014-02,2014,2,North_America,1.008,1951-1980,,0,0.9858
2014-03,2014,3,North_America,0.982,1951-1980,,0,0.9848
2014-04,2014,4,North_America,1.081,1951-1980,,0,0.9922
2014-05,2014,5,North_America,1.024,1951-1980,,0,0.9884
2014-06,2014,6,North_America,1.065,1951-1980,,0,0.9958
2014-07,2014,7,North_America,1.089,1951-1980,,0,1.0062
2014-08,2014,8,North_America,1.018,1951-1980,,0,1.0134
2014-09,2014,9,North_America,1.119,1951-1980,,0,1.0231
2014-10,2014,10,North_America,1.074,1951-1980,,0,1.0363
2014-11,2014,11,North_America,1.048,1951-1980,,0,1.0445
2014-12,2014,12,North_America,1.082,1951-1980,,0,1.05
2015-01,2015,1,North_America,1.073,1951-1980,,0,1.0552
2015-02,2015,2,North_America,1.18,1951-1980,,0,1.0696
2015-03,2015,3,North_America,1.108,1951-1980,,0,1.0801
2015-04,2015,4,North_America,1.164,1951-1980,,0,1.087
2015-05,2015,5,North_America,1.11,1951-1980,,0,1.0942
2015-06,2015,6,North_America,1.247,1951-1980,,0,1.1093
2015-07,2015,7,North_America,1.222,1951-1980,,0,1.1204
2015-08,2015,8,North_America,1.451,1951-1980,,0,1.1565
2015-09,2015,9,North_America,1.399,1951-1980,,0,1.1798
2015-10,2015,10,North_America,1.442,1951-1980,,0,1.2105
2015-11,2015,11,North_America,1.46,1951-1980,,0,1.2448
2015-12,2015,12,North_America,1.455,1951-1980,,0,1.2759
2016-01,2016,1,North_America,1.478,1951-1980,,0,1.3097
2016-02,2016,2,North_America,1.573,1951-1980,,0,1.3424
2016-03,2016,3,North_America,1.523,1951-1980,,0,1.377
2016-04,2016,4,North_America,1.555,1951-1980,,0,1.4096
2016-05,2016,5,North_America,1.572,1951-1980,,0,1.4481
2016-06,2016,6,North_America,1.567,1951-1980,,0,1.4748
2016-07,2016,7,North_America,1.423,1951-1980,,0,1.4915
2016-08,2016,8,North_America,1.397,1951-1980,,0,1.487
2016-09,2016,9,North_America,1.409,1951-1980,,0,1.4878
2016-10,2016,10,North_America,1.381,1951-1980,,0,1.4828
2016-11,2016,11,North_America,1.444,1951-1980,,0,1.4814
2016-12,2016,12,North_America,1.419,1951-1980,,0,1.4784
2017-01,2017,1,North_America,1.377,1951-1980,,0,1.47
2017-02,2017,2,North_America,1.444,1951-1980,,0,1.4592
2017-03,2017,3,North_America,1.469,1951-1980,,0,1.4548
2017-04,2017,4,North_America,1.448,1951-1980,,0,1.4458
2017-05,2017,5,North_America,1.385,1951-1980,,0,1.4302
2017-06,2017,6,North_America,1.396,1951-1980,,0,1.416
2017-07,2017,7,North_America,1.378,1951-1980,,0,1.4122
2017-08,2017,8,North_America,1.367,1951-1980,,0,1.4098
2017-09,2017,9,North_America,1.321,1951-1980,,0,1.4024
2017-10,2017,10,North_America,1.341,1951-1980,,0,1.3991
2017-11,2017,11,North_America,1.276,1951-1980,,0,1.3851
2017-12,2017,12,North_America,1.261,1951-1980,,0,1.3719
2018-01,2018,1,North_America,1.38,1951-1980,,0,1.3722
2018-02,2018,2,North_America,1.366,1951-1980,,0,1.3657
2018-03,2018,3,North_America,1.317,1951-1980,,0,1.353
2018-04,2018,4,North_America,1.335,1951-1980,,0,1.3436
2018-05,2018,5,North_America,1.372,1951-1980,,0,1.3425
2018-06,2018,6,North_America,1.358,1951-1980,,0,1.3393
2018-07,2018,7,North_America,1.225,1951-1980,,0,1.3266
2018-08,2018,8,North_America,1.279,1951-1980,,0,1.3192
2018-09,2018,9,North_America,1.225,1951-1980,,0,1.3112
2018-10,2018,10,North_America,1.255,1951-1980,,0,1.3041
2018-11,2018,11,North_America,1.225,1951-1980,,0,1.2998
2018-12,2018,12,North_America,1.219,1951-1980,,0,1.2963
2019-01,2019,1,North_America,1.212,1951-1980,,0,1.2823
2019-02,2019,2,North_America,1.22,1951-1980,,0,1.2702
2019-03,2019,3,North_America,1.325,1951-1980,,0,1.2708
2019-04,2019,4,North_America,1.308,1951-1980,,0,1.2686
2019-05,2019,5,North_America,1.365,1951-1980,,0,1.268
2019-06,2019,6,North_America,1.31,1951-1980,,0,1.264
2019-07,2019,7,North_America,1.333,1951-1980,,0,1.273
2019-08,2019,8,North_America,1.33,1951-1980,,0,1.2773
2019-09,2019,9,North_America,1.344,1951-1980,,0,1.2872
2019-10,2019,10,North_America,1.361,1951-1980,,0,1.296
2019-11,2019,11,North_America,1.451,1951-1980,,0,1.3148
2019-12,2019,12,North_America,1.468,1951-1980,,0,1.3356
2020-01,2020,1,North_America,1.45,1951-1980,,0,1.3554
2020-02,2020,2,North_America,1.458,1951-1980,,0,1.3752
2020-03,2020,3,North_America,1.466,1951-1980,,0,1.387
2020-04,2020,4,North_America,1.435,1951-1980,,0,1.3976
2020-05,2020,5,North_America,1.373,1951-1980,,0,1.3982
2020-06,2020,6,North_America,1.418,1951-1980,,0,1.4073
2020-07,2020,7,North_America,1.507,1951-1980,,0,1.4218
2020-08,2020,8,North_America,1.37,1951-1980,,0,1.4251
2020-09,2020,9,North_America,1.377,1951-1980,,0,1.4278
2020-10,2020,10,North_America,1.373,1951-1980,,0,1.4288
2020-11,2020,11,North_America,1.371,1951-1980,,0,1.4222
2020-12,2020,12,North_America,1.343,1951-1980,,0,1.4117
2021-01,2021,1,North_America,1.357,1951-1980,,0,1.404
2021-02,2021,2,North_America,1.371,1951-1980,,0,1.3968
2021-03,2021,3,North_America,1.287,1951-1980,,0,1.3818
2021-04,2021,4,North_America,1.408,1951-1980,,0,1.3796
2021-05,2021,5,North_America,1.198,1951-1980,,0,1.365
2021-06,2021,6,North_America,1.226,1951-1980,,0,1.349
2021-07,2021,7,North_America,1.195,1951-1980,,0,1.323
2021-08,2021,8,North_America,1.177,1951-1980,,0,1.3069
2021-09,2021,9,North_America,1.219,1951-1980,,0,1.2938
2021-10,2021,10,North_America,1.17,1951-1980,,0,1.2768
2021-11,2021,11,North_America,1.157,1951-1980,,0,1.259
2021-12,2021,12,North_America,1.191,1951-1980,,0,1.2463
2022-01,2022,1,North_America,1.187,1951-1980,,0,1.2322
2022-02,2022,2,North_America,1.142,1951-1980,,0,1.2131
2022-03,2022,3,North_America,1.132,1951-1980,,0,1.2002
2022-04,2022,4,North_America,1.204,1951-1980,,0,1.1832
2022-05,2022,5,North_America,1.241,1951-1980,,0,1.1868
2022-06,2022,6,North_America,1.17,1951-1980,,0,1.1821
2022-07,2022,7,North_America,1.24,1951-1980,,0,1.1858
2022-08,2022,8,North_America,1.125,1951-1980,,0,1.1815
2022-09,2022,9,North_America,1.144,1951-1980,,0,1.1752
2022-10,2022,10,North_America,1.142,1951-1980,,0,1.1729
2022-11,2022,11,North_America,1.122,1951-1980,,0,1.17
2022-12,2022,12,North_America,1.238,1951-1980,,0,1.1739
2023-01,2023,1,North_America,1.332,1951-1980,,0,1.186
2023-02,2023,2,North_America,1.368,1951-1980,,0,1.2048
2023-03,2023,3,North_America,1.385,1951-1980,,0,1.2259
2023-04,2023,4,North_America,1.418,1951-1980,,0,1.2438
2023-05,2023,5,North_America,1.546,1951-1980,,0,1.2692
2023-06,2023,6,North_America,1.533,1951-1980,,0,1.2994
2023-07,2023,7,North_America,1.521,1951-1980,,0,1.3228
2023-08,2023,8,North_America,1.687,1951-1980,,0,1.3697
2023-09,2023,9,North_America,1.829,1951-1980,,0,1.4268
2023-10,2023,10,North_America,1.785,1951-1980,,0,1.4803
2023-11,2023,11,North_America,1.846,1951-1980,,0,1.5407
2023-12,2023,12,North_America,1.864,1951-1980,,0,1.5928
2024-01,2024,1,North_America,1.999,1951-1980,,0,1.6484
2024-02,2024,2,North_America,1.926,1951-1980,,0,1.6949
2024-03,2024,3,North_America,1.896,1951-1980,,0,1.7375
2024-04,2024,4,North_America,2.002,1951-1980,,0,1.7862
2024-05,2024,5,North_America,1.935,1951-1980,,0,1.8186
2024-06,2024,6,North_America,2.009,1951-1980,,0,1.8582
2024-07,2024,7,North_America,1.766,1951-1980,,0,1.8787
2024-08,2024,8,North_America,1.787,1951-1980,,0,1.887
2024-09,2024,9,North_America,1.829,1951-1980,,0,1.887
2024-10,2024,10,North_America,1.821,1951-1980,,0,1.89
2024-11,2024,11,North_America,1.823,1951-1980,,0,1.8881
2024-12,2024,12,North_America,1.892,1951-1980,,0,1.8904
2025-01,2025,1,North_America,1.851,1951-1980,,0,1.8781
2025-02,2025,2,North_America,1.833,1951-1980,,0,1.8703
2025-03,2025,3,North_America,1.79,1951-1980,,0,1.8615
2025-04,2025,4,North_America,1.826,1951-1980,,0,1.8468
2025-05,2025,5,North_America,1.796,1951-1980,,0,1.8352
2025-06,2025,6,North_America,1.845,1951-1980,,0,1.8216
2025-07,2025,7,North_America,1.837,1951-1980,,0,1.8275
2025-08,2025,8,North_America,1.796,1951-1980,,0,1.8282
2025-09,2025,9,North_America,1.801,1951-1980,,0,1.8259
2025-10,2025,10,North_America,1.808,1951-1980,,0,1.8248
2025-11,2025,11,North_America,1.752,1951-1980,,0,1.8189
2025-12,2025,12,North_America,1.775,1951-1980,,0,1.8092
2026-01,2026,1,North_America,1.734,1951-1980,,0,1.7994
2026-02,2026,2,North_America,1.717,1951-1980,,0,1.7898
2026-03,2026,3,North_America,1.805,1951-1980,,0,1.791
2026-04,2026,4,North_America,1.777,1951-1980,,0,1.7869
2000-01,2000,1,Northern_Hemisphere,0.468,1951-1980,,0,0.468
2000-02,2000,2,Northern_Hemisphere,0.556,1951-1980,,0,0.512
2000-03,2000,3,Northern_Hemisphere,0.573,1951-1980,,0,0.5323
2000-04,2000,4,Northern_Hemisphere,0.53,1951-1980,,0,0.5317
2000-05,2000,5,Northern_Hemisphere,0.627,1951-1980,,0,0.5508
2000-06,2000,6,Northern_Hemisphere,0.545,1951-1980,,0,0.5498
2000-07,2000,7,Northern_Hemisphere,0.575,1951-1980,,0,0.5534
2000-08,2000,8,Northern_Hemisphere,0.597,1951-1980,,0,0.5589
2000-09,2000,9,Northern_Hemisphere,0.613,1951-1980,,0,0.5649
2000-10,2000,10,Northern_Hemisphere,0.635,1951-1980,,0,0.5719
2000-11,2000,11,Northern_Hemisphere,0.636,1951-1980,,0,0.5777
2000-12,2000,12,Northern_Hemisphere,0.669,1951-1980,,0,0.5853
2001-01,2001,1,Northern_Hemisphere,0.66,1951-1980,,0,0.6013
2001-02,2001,2,Northern_Hemisphere,0.653,1951-1980,,0,0.6094
2001-03,2001,3,Northern_Hemisphere,0.632,1951-1980,,0,0.6143
2001-04,2001,4,Northern_Hemisphere,0.761,1951-1980,,0,0.6336
2001-05,2001,5,Northern_Hemisphere,0.671,1951-1980,,0,0.6372
2001-06,2001,6,Northern_Hemisphere,0.65,1951-1980,,0,0.646
2001-07,2001,7,Northern_Hemisphere,0.737,1951-1980,,0,0.6595
2001-08,2001,8,Northern_Hemisphere,0.699,1951-1980,,0,0.668
2001-09,2001,9,Northern_Hemisphere,0.749,1951-1980,,0,0.6793
2001-10,2001,10,Northern_Hemisphere,0.589,1951-1980,,0,0.6755
2001-11,2001,11,Northern_Hemisphere,0.7,1951-1980,,0,0.6808
2001-12,2001,12,Northern_Hemisphere,0.739,1951-1980,,0,0.6867
2002-01,2002,1,Northern_Hemisphere,0.734,1951-1980,,0,0.6928
2002-02,2002,2,Northern_Hemisphere,0.761,1951-1980,,0,0.7018
2002-03,2002,3,Northern_Hemisphere,0.758,1951-1980,,0,0.7123
2002-04,2002,4,Northern_Hemisphere,0.744,1951-1980,,0,0.7109
2002-05,2002,5,Northern_Hemisphere,0.848,1951-1980,,0,0.7257
2002-06,2002,6,Northern_Hemisphere,0.815,1951-1980,,0,0.7394
2002-07,2002,7,Northern_Hemisphere,0.766,1951-1980,,0,0.7418
2002-08,2002,8,Northern_Hemisphere,0.9,1951-1980,,0,0.7586
2002-09,2002,9,Northern_Hemisphere,0.873,1951-1980,,0,0.7689
2002-10,2002,10,Northern_Hemisphere,0.833,1951-1980,,0,0.7892
2002-11,2002,11,Northern_Hemisphere,0.889,1951-1980,,0,0.805
2002-12,2002,12,Northern_Hemisphere,0.912,1951-1980,,0,0.8194
2003-01,2003,1,Northern_Hemisphere,0.788,1951-1980,,0,0.8239
2003-02,2003,2,Northern_Hemisphere,0.873,1951-1980,,0,0.8332
2003-03,2003,3,Northern_Hemisphere,0.843,1951-1980,,0,0.8403
2003-04,2003,4,Northern_Hemisphere,0.86,1951-1980,,0,0.85
2003-05,2003,5,Northern_Hemisphere,0.884,1951-1980,,0,0.853
2003-06,2003,6,Northern_Hemisphere,0.822,1951-1980,,0,0.8536
2003-07,2003,7,Northern_Hemisphere,0.894,1951-1980,,0,0.8642
2003-08,2003,8,Northern_Hemisphere,0.825,1951-1980,,0,0.858
2003-09,2003,9,Northern_Hemisphere,0.77,1951-1980,,0,0.8494
2003-10,2003,10,Northern_Hemisphere,0.738,1951-1980,,0,0.8415
2003-11,2003,11,Northern_Hemisphere,0.817,1951-1980,,0,0.8355
2003-12,2003,12,Northern_Hemisphere,0.746,1951-1980,,0,0.8217
2004-01,2004,1,Northern_Hemisphere,0.796,1951-1980,,0,0.8223
2004-02,2004,2,Northern_Hemisphere,0.744,1951-1980,,0,0.8116
2004-03,2004,3,Northern_Hemisphere,0.839,1951-1980,,0,0.8113
2004-04,2004,4,Northern_Hemisphere,0.763,1951-1980,,0,0.8032
2004-05,2004,5,Northern_Hemisphere,0.759,1951-1980,,0,0.7928
2004-06,2004,6,Northern_Hemisphere,0.794,1951-1980,,0,0.7904
2004-07,2004,7,Northern_Hemisphere,0.717,1951-1980,,0,0.7757
2004-08,2004,8,Northern_Hemisphere,0.679,1951-1980,,0,0.7635
2004-09,2004,9,Northern_Hemisphere,0.723,1951-1980,,0,0.7596
2004-10,2004,10,Northern_Hemisphere,0.755,1951-1980,,0,0.761
2004-11,2004,11,Northern_Hemisphere,0.739,1951-1980,,0,0.7545
2004-12,2004,12,Northern_Hemisphere,0.707,1951-1980,,0,0.7512
2005-01,2005,1,Northern_Hemisphere,0.717,1951-1980,,0,0.7447
2005-02,2005,2,Northern_Hemisphere,0.764,1951-1980,,0,0.7463
2005-03,2005,3,Northern_Hemisphere,0.798,1951-1980,,0,0.7429
2005-04,2005,4,Northern_Hemisphere,0.767,1951-1980,,0,0.7433
2005-05,2005,5,Northern_Hemisphere,0.8,1951-1980,,0,0.7467
2005-06,2005,6,Northern_Hemisphere,0.779,1951-1980,,0,0.7454
2005-07,2005,7,Northern_Hemisphere,0.809,1951-1980,,0,0.7531
2005-08,2005,8,Northern_Hemisphere,0.875,1951-1980,,0,0.7694
2005-09,2005,9,Northern_Hemisphere,0.863,1951-1980,,0,0.7811
2005-10,2005,10,Northern_Hemisphere,0.897,1951-1980,,0,0.7929
2005-11,2005,11,Northern_Hemisphere,0.856,1951-1980,,0,0.8027
2005-12,2005,12,Northern_Hemisphere,0.956,1951-1980,,0,0.8234
2006-01,2006,1,Northern_Hemisphere,0.89,1951-1980,,0,0.8378
2006-02,2006,2,Northern_Hemisphere,0.889,1951-1980,,0,0.8482
2006-03,2006,3,Northern_Hemisphere,0.92,1951-1980,,0,0.8584
2006-04,2006,4,Northern_Hemisphere,0.865,1951-1980,,0,0.8666
2006-05,2006,5,Northern_Hemisphere,0.88,1951-1980,,0,0.8732
2006-06,2006,6,Northern_Hemisphere,0.869,1951-1980,,0,0.8808
2006-07,2006,7,Northern_Hemisphere,0.82,1951-1980,,0,0.8817
2006-08,2006,8,Northern_Hemisphere,0.861,1951-1980,,0,0.8805
2006-09,2006,9,Northern_Hemisphere,0.824,1951-1980,,0,0.8772
2006-10,2006,10,Northern_Hemisphere,0.814,1951-1980,,0,0.8703
2006-11,2006,11,Northern_Hemisphere,0.8,1951-1980,,0,0.8657
2006-12,2006,12,Northern_Hemisphere,0.844,1951-1980,,0,0.8563
2007-01,2007,1,Northern_Hemisphere,0.859,1951-1980,,0,0.8537
2007-02,2007,2,Northern_Hemisphere,0.82,1951-1980,,0,0.848
2007-03,2007,3,Northern_Hemisphere,0.895,1951-1980,,0,0.8459
2007-04,2007,4,Northern_Hemisphere,0.876,1951-1980,,0,0.8468
2007-05,2007,5,Northern_Hemisphere,0.79,1951-1980,,0,0.8393
2007-06,2007,6,Northern_Hemisphere,0.875,1951-1980,,0,0.8398
2007-07,2007,7,Northern_Hemisphere,0.836,1951-1980,,0,0.8412
2007-08,2007,8,Northern_Hemisphere,0.873,1951-1980,,0,0.8422
2007-09,2007,9,Northern_Hemisphere,0.915,1951-1980,,0,0.8498
2007-10,2007,10,Northern_Hemisphere,0.807,1951-1980,,0,0.8492
2007-11,2007,11,Northern_Hemisphere,0.917,1951-1980,,0,0.8589
2007-12,2007,12,Northern_Hemisphere,0.831,1951-1980,,0,0.8578
2008-01,2008,1,Northern_Hemisphere,0.834,1951-1980,,0,0.8558
2008-02,2008,2,Northern_Hemisphere,0.812,1951-1980,,0,0.8551
2008-03,2008,3,Northern_Hemisphere,0.85,1951-1980,,0,0.8513
2008-04,2008,4,Northern_Hemisphere,0.787,1951-1980,,0,0.8439
2008-05,2008,5,Northern_Hemisphere,0.798,1951-1980,,0,0.8446
2008-06,2008,6,Northern_Hemisphere,0.813,1951-1980,,0,0.8394
2008-07,2008,7,Northern_Hemisphere,0.697,1951-1980,,0,0.8278
2008-08,2008,8,Northern_Hemisphere,0.765,1951-1980,,0,0.8188
2008-09,2008,9,Northern_Hemisphere,0.735,1951-1980,,0,0.8038
2008-10,2008,10,Northern_Hemisphere,0.682,1951-1980,,0,0.7934
2008-11,2008,11,Northern_Hemisphere,0.652,1951-1980,,0,0.7713
2008-12,2008,12,Northern_Hemisphere,0.669,1951-1980,,0,0.7578
2009-01,2009,1,Northern_Hemisphere,0.707,1951-1980,,0,0.7473
2009-02,2009,2,Northern_Hemisphere,0.719,1951-1980,,0,0.7395
